160,0.775,1658
144,0.775,1745
135,0.775,1571
128,0.775,1876
122,0.775,2400
113,0.775,1832
101,0.775,1789
93,0.775,1614
84,0.55,1658
80,0.55,1571
77,0.55,14838
76,0.55,1789
74,0.775,1309
70,1.0,1571
67,1.0,1614
63,1.0,1702
59,1.0,1789
53,1.0,1963
37,1.0,1702
0,0.775,1658
327,0.775,1614
307,1.0,1658
293,1.0,1658
284,1.0,1832
282,1.0,1855
282,0.775,2182
280,0.55,2225
274,0.775,2051
267,0.775,1614
262,1.0,1614
260,1.0,1571
257,1.0,1571
254,1.0,1614
247,1.0,1637
239,1.0,1614
230,1.0,1571
226,1.0,1614
225,1.0,4844
220,1.0,1832
211,1.0,1658
199,1.0,1571
194,1.0,1658
190,1.0,1702
184,1.0,1614
177,1.0,1571
171,0.775,1614
168,0.55,1614
166,0.55,1614
165,0.55,1614
156,0.55,1614
142,0.55,1571
133,0.775,1614
127,1.0,1571
125,1.0,2051
122,1.0,2051
116,0.775,1876
108,0.55,1658
105,0.55,3229
104,0.775,1571
102,1.0,1614
101,1.0,1614
99,1.0,1614
97,1.0,1614
92,0.55,1571
86,0.55,1571
85,0.55,1614
82,0.55,1571
79,0.775,1614
76,0.775,1571
73,0.775,1876
68,0.775,1702
56,0.775,1571
44,0.775,1570
40,0.775,1658
39,0.775,1309
40,1.0,2574
39,1.0,1745
35,1.0,1963
26,1.0,2007
0,0.775,1309
348,0.775,1309
347,0.775,1352
347,0.55,2051
350,0.55,2051
351,0.55,1876
347,0.55,1396
326,0.775,1309
313,1.0,1309
307,1.0,1309
306,1.0,3578
311,0.775,3470
319,0.55,1483
305,0.55,1614
292,0.775,1745
282,1.0,1658
277,1.0,1745
274,1.0,1614
270,1.0,1614
265,1.0,1614
262,1.0,1702
258,1.0,1614
255,1.0,1614
252,1.0,1614
249,1.0,1614
247,1.0,1571
245,1.0,1571
244,1.0,1658
243,1.0,1614
241,1.0,1920
238,1.0,2182
236,1.0,1876
230,1.0,2007
227,1.0,1745
220,1.0,1614
210,1.0,1570
200,0.775,1614
196,0.55,1571
198,0.55,3273
194,0.225,1745
180,0.225,1702
155,0.55,1876
146,0.55,1614
142,0.775,1614
141,0.775,1614
139,0.775,1658
135,0.775,1571
128,0.775,1614
117,0.55,1571
100,0.225,1614
46,0.225,1570
32,0.225,3404
75,0.225,1614
81,0.225,1614
78,0.55,1571
72,0.775,1571
68,0.775,1614
55,0.55,1571
22,0.55,1701
356,0.55,1745
350,0.55,3840
16,0.55,1614
33,0.775,1614
36,0.775,1614
29,1.0,1745
20,1.0,1876
348,1.0,1658
319,1.0,5411
289,1.0,1614
283,1.0,1571
277,0.55,1570
272,0.225,1614
270,0.225,3142
271,0.55,1614
270,1.0,4692
267,0.775,2007
260,0.55,1309
257,0.55,1396
256,0.55,1614
257,0.775,1614
257,1.0,1571
254,1.0,1702
249,1.0,1920
234,0.775,1876
211,0.55,1658
198,0.55,1833
197,0.55,1658
201,0.55,1658
205,0.55,1789
195,0.775,1745
182,0.775,1570
175,0.775,1614
172,0.775,1614
173,0.55,1570
176,0.55,3142
165,0.55,1614
144,0.775,1614
135,1.0,1527
131,1.0,1265
127,1.0,1352
125,0.775,1309
130,0.225,1309
178,0.225,1309
202,0.225,2574
166,0.225,1309
116,0.225,1309
107,0.55,1352
101,0.55,1309
97,0.55,1745
92,0.55,1309
50,0.225,1309
327,0.225,1309
320,0.225,1614
325,0.225,1527
5,0.225,2094
31,0.55,2182
41,0.55,2007
40,0.55,1832
357,0.55,1745
327,0.55,1309
326,0.55,1527
328,0.55,1527
21,0.225,1745
48,0.55,1658
52,0.775,1309
46,0.775,1702
43,0.775,1614
33,0.775,1614
20,0.775,1614
358,0.775,1614
338,0.775,1571
330,0.775,1658
326,0.55,1614
329,0.55,1614
6,0.225,1614
42,0.225,1614
46,0.225,3229
23,0.225,1614
304,0.775,1614
295,1.0,1614
294,1.0,1876
292,1.0,1571
291,0.775,1920
297,0.225,1963
301,0.225,2138
292,0.225,1789
272,0.55,1571
271,1.0,1614
270,1.0,1614
269,1.0,1571
266,1.0,1614
261,1.0,1614
250,0.775,2007
228,0.225,1571
211,0.225,1658
212,0.225,1614
235,0.55,1614
244,0.55,1570
239,0.775,1614
230,0.775,1745
212,1.0,1614
199,1.0,1571
189,1.0,1701
182,0.775,1658
178,0.55,1658
181,0.225,1571
182,0.225,1876
181,0.225,1614
163,0.55,1658
146,0.775,1658
136,1.0,1789
129,0.775,1614
123,0.55,1832
144,0.225,1832
262,0.225,1789
249,0.225,1702
155,0.225,1745
115,0.55,1658
107,0.775,1614
106,0.775,1571
106,0.55,1658
121,0.225,1571
226,0.225,3229
127,0.225,1571
91,0.225,1570
81,0.55,1702
78,0.55,1614
74,0.55,1571
61,0.225,1658
36,0.225,1571
26,0.225,3185
34,0.225,1614
38,0.55,1658
38,0.775,1614
36,0.775,1614
34,0.775,1789
31,0.775,2051
23,0.775,1701
20,0.55,1614
19,0.55,1745
17,0.775,1963
12,0.775,1702
10,1.0,1876
5,1.0,1658
352,1.0,1571
339,1.0,1614
332,1.0,1614
330,1.0,1658
328,1.0,1658
322,1.0,1658
317,0.775,1832
315,0.775,1571
313,0.775,4844
310,0.775,1571
309,0.775,1702
307,0.775,1701
305,0.775,1702
301,0.775,1658
297,0.775,1658
295,0.775,1658
293,0.775,1571
292,0.775,46414
