108,1.0,48085
107,1.0,1594
106,1.0,1594
105,1.0,1551
104,1.0,1594
101,1.0,2055
96,1.0,1929
89,1.0,1825
83,1.0,1656
80,1.0,1594
76,1.0,1547
74,1.0,1552
70,1.0,1594
67,1.0,1552
65,1.0,1719
63,1.0,1635
61,1.0,1552
59,1.0,1551
55,1.0,1635
52,1.0,1594
47,1.0,1719
39,1.0,1636
31,1.0,1887
23,1.0,1636
18,1.0,1593
13,1.0,1594
10,1.0,1552
9,1.0,1594
6,1.0,1635
3,1.0,1593
359,1.0,1677
355,1.0,1635
348,1.0,1636
344,1.0,1678
342,1.0,2097
341,1.0,2097
337,0.775,1929
335,0.775,1719
334,0.775,85815
168,1.0,205251
