0,0.2,2481989
1,0.2,9323
4,0.2,776
8,0.2,776
10,0.2,1553
12,0.2,2330
13,0.2,820
15,0.2,776
17,0.2,776
20,0.2,776
21,0.2,1553
23,0.2,1553
24,0.2,1553
27,0.2,776
29,0.2,776
31,0.2,776
32,0.2,776
34,0.2,776
37,0.2,1553
39,0.2,776
42,0.2,820
45,0.2,2330
48,0.2,776
51,0.2,776
54,0.2,776
56,0.2,776
58,0.2,820
59,0.2,776
61,0.2,776
62,0.2,776
64,0.2,776
65,0.2,776
66,0.2,776
68,0.2,776
69,0.2,776
70,0.2,1596
71,0.2,2287
72,0.2,776
73,0.2,1553
74,0.2,1596
75,0.2,1553
77,0.2,776
78,0.2,776
79,0.2,776
80,0.2,6258
82,0.2,776
83,0.2,5395
84,0.2,1597
86,0.2,1553
87,0.2,776
88,0.2,820
90,0.2,3107
91,0.2,1312325
88,0.2,10185
90,0.2,819
91,0.2,820
92,0.2,820
93,0.2,776
95,0.2,776
97,0.2,776
99,0.2,776
102,0.2,863
105,0.2,776
110,0.2,820
114,0.2,820
117,0.2,819
124,0.2,776
128,0.2,776
133,0.2,776
141,0.2,776
147,0.2,820
154,0.2,776
159,0.2,776
163,0.2,776
166,0.2,776
170,0.2,776
175,0.2,820
177,0.2,776
181,0.2,776
183,0.2,776
185,0.2,776
186,0.2,2330
187,0.2,776
189,0.2,776
190,0.2,820
192,0.2,776
196,0.2,776
203,0.2,776
206,0.2,776
208,0.2,776
211,0.2,776
213,0.2,1553
214,0.2,776
215,0.2,820
216,0.2,776
218,0.2,776
220,0.2,777
222,0.2,776
224,0.2,733
225,0.2,776
226,0.2,776
227,0.2,820
229,0.2,776
230,0.2,776
232,0.2,1553
233,0.2,820
235,0.2,776
236,0.2,776
237,0.2,776
238,0.2,776
239,0.2,776
240,0.2,1553
241,0.2,1596
243,0.2,776
244,0.2,776
245,0.2,863
246,0.2,776
247,0.2,776
248,0.2,1553
249,0.2,776
250,0.2,1553
251,0.2,776
253,0.2,776
254,0.2,776
255,0.2,1553
