-1,0.0,463
340,0.8,528
348,0.8,550
356,0.8,561
1,0.8,583
9,0.8,604
16,0.8,626
23,0.8,660
29,0.8,713
37,0.8,757
46,0.8,778
52,0.8,799
61,0.8,821
68,0.8,843
75,0.8,865
82,0.8,886
90,0.8,909
96,0.8,919
101,0.4,941
107,0.4,962
113,0.4,983
119,0.4,1016
127,0.4,1050
137,0.4,1094
143,0.4,1148
131,0.2,1168
115,0.2,1180
108,0.2,1191
97,0.2,1212
85,0.2,1223
79,0.4,1269
87,0.4,1279
93,0.4,1301
108,0.4,1323
120,0.8,1334
126,0.8,1345
133,0.8,1355
142,0.8,1377
156,0.8,1387
162,0.4,1398
182,0.4,1409
196,0.4,1420
229,0.4,1431
241,0.4,1442
265,0.4,1453
282,0.8,1464
290,0.8,1475
305,0.8,1486
311,0.8,1496
326,0.8,1507
332,0.8,1519
348,0.8,1529
356,0.8,1540
12,0.8,1551
27,0.8,1562
35,0.8,1572
51,0.8,1584
59,0.8,1595
77,0.4,1605
88,0.4,1616
122,0.4,1627
166,0.4,1638
181,0.4,1649
209,0.4,1660
222,0.4,1673
241,0.4,1683
258,0.4,1694
269,0.8,1705
284,0.8,1716
291,0.8,1726
311,0.8,1772
